origin_country,destination_country,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_status
Ireland,UK,Business,-0.06423897230126308,Yes,Quality of Life,-0.7603216595696776,0.3309105078918203,Schengen Student Visa,Blue Card,IELTS,0.27819523038348154,0
USA,Russia,Medicine,0.9405407928167007,Yes,Higher Ranking,1.4929082455052778,-0.08707522302907142,Study Permit,Post-Study Visa,Duolingo,-0.08338314362647911,0
USA,Canada,Business,0.02564521279475472,Yes,Higher Ranking,0.030664989809485194,0.8967650312927888,Tier 4,Blue Card,TOEFL,0.3855800046591,1
USA,UK,Medicine,-0.9151853631756051,Yes,Higher Ranking,-0.02375685369231145,-0.9786538256988176,Study Permit,PSW,Duolingo,0.2480458902052476,1
Russia,India,Natural Sciences,-1.8804120885624827,Yes,Job Opportunities,-2.4227650702887433,1.3298682618508837,Schengen Student Visa,Post-Study Visa,None,-2.5737141591945427,0
South Africa,South Africa,Business,-1.7967254754284627,No,Scholarship,-2.3797781181395345,-0.6211410279670257,F1,Work Permit,TOEFL,0.0655735724765173,0
Canada,UAE,Computer Science,-0.03185688921692321,No,Scholarship,-0.05586377951118948,0.42575344926727804,F1,Work Permit,Duolingo,0.5356975418810968,1
India,UAE,Law,0.006009095711034711,Yes,Quality of Life,0.03416506635077651,-1.0320939911751663,F1,Work Permit,PTE,-0.17798147409164009,1
USA,Canada,Engineering,0.9443253046584386,Yes,Quality of Life,0.7301353159387589,1.6683495503176677,Schengen Student Visa,PSW,TOEFL,-2.4241911893395347,1
Finland,Finland,Natural Sciences,-1.7652966323429369,Yes,Scholarship,-2.2857545163921897,2.11000163953658,Tier 4,Blue Card,Duolingo,0.8630398267918489,1
Germany,UK,Social Sciences,1.0075863521682762,Yes,Higher Ranking,1.424013282509008,1.2631099708817088,J1,Work Permit,PTE,0.10893352055998244,0
India,USA,Medicine,0.8896994673828661,Yes,Job Opportunities,1.5217776411398245,-2.2239452088182925,J1,Work Permit,TOEFL,1.1120197183347547,1
Germany,Germany,Law,-1.8101829393642181,Yes,Political Stability,-2.376541079011382,-1.2066931844274185,Schengen Student Visa,OPT,Duolingo,0.02462773518082107,0
India,Russia,Business,-0.8840577037418811,Yes,Higher Ranking,-1.6322058430548598,1.4338974318946935,Tier 4,Blue Card,Duolingo,0.8044394302536693,0
Ireland,Russia,Social Sciences,1.80554515405371,No,Scholarship,2.3380052934557805,1.682034144088581,Study Permit,PSW,PTE,-0.04849401435126226,0
USA,USA,Medicine,0.9008706053302948,Yes,Job Opportunities,-0.013922919296545083,-0.8505327154539956,Schengen Student Visa,Work Permit,TOEFL,1.0701659515187862,0
UK,South Africa,Arts,-1.7916624977214364,No,Job Opportunities,-2.3082579832408285,-0.50178650854201,F1,Blue Card,None,-2.541417733533459,1
Germany,South Africa,Computer Science,1.0098336813048878,Yes,Political Stability,0.7923211944220108,-0.7111972795016194,Schengen Student Visa,Work Permit,Duolingo,0.1512425231162792,0
Canada,South Africa,Medicine,-0.9208628805891749,No,Scholarship,0.09612272064770662,-2.0855729103288523,Study Permit,OPT,PTE,0.9247713948817565,0
South Africa,Russia,Arts,-0.9374968227975148,Yes,Scholarship,-1.6005585063548013,-0.8795611941208525,J1,OPT,TOEFL,0.061370301881684776,0
USA,Finland,Social Sciences,-0.0443585792176949,Yes,Job Opportunities,0.7376043488404567,-1.2785856735414176,J1,Blue Card,TOEFL,-2.4707594801714596,0
UAE,Finland,Arts,0.9231580091429488,Yes,Job Opportunities,-0.15178611555694535,-1.98636345816144,Student Visa,OPT,PTE,1.353529263509047,1
South Africa,UK,Law,-0.8532517781501022,Yes,Quality of Life,-0.8239838216731861,-2.2103821059356914,Student Visa,Post-Study Visa,PTE,1.2957165303149725,0
USA,South Africa,Engineering,0.8669727845761991,Yes,Higher Ranking,0.7617728197216828,-1.0923612318673046,J1,OPT,None,0.07632555541096223,0
Ireland,South Africa,Medicine,0.8532176398244926,Yes,Job Opportunities,1.570809413692494,-1.3875904614516281,Study Permit,PSW,PTE,-0.13581195282274022,1
Ireland,UAE,Social Sciences,0.9269945383505019,Yes,Higher Ranking,0.09794566024800681,1.7433803901972105,J1,Work Permit,TOEFL,0.4461800044472147,1
Ireland,USA,Law,0.007859750923930384,Yes,Higher Ranking,0.7664963870409519,0.9221311354910952,Student Visa,Post-Study Visa,TOEFL,0.8430536519369726,1
Ireland,South Africa,Social Sciences,-1.0073460337441875,Yes,Political Stability,-1.580414257907882,-0.6949661520979804,Tier 4,Post-Study Visa,None,-2.5237875915020638,1
Russia,Germany,Natural Sciences,0.9142362735817704,No,Scholarship,-0.1057686496922541,1.0710282517666694,J1,OPT,None,-2.472795691683337,0
USA,USA,Social Sciences,1.0150630005254946,Yes,Job Opportunities,-0.0015482752137851892,0.9328399567043886,Tier 4,Work Permit,TOEFL,0.16646554382400688,0
UK,USA,Engineering,-0.8807604989726889,Yes,Higher Ranking,0.003876123366588869,-0.5836494725525422,Schengen Student Visa,OPT,Duolingo,0.32288391288643614,0
India,UAE,Computer Science,1.7681204122517553,No,Quality of Life,2.3235567522352194,1.9367379251354624,Schengen Student Visa,Work Permit,None,-2.470177833528024,1
Canada,Russia,Medicine,-1.815181184531894,Yes,Scholarship,-0.8464785889443439,-1.756344104489933,Schengen Student Visa,PSW,TOEFL,0.9042505917214834,0
UK,UAE,Natural Sciences,1.8519370304158886,Yes,Quality of Life,1.6475775435938178,-2.094319865100762,J1,OPT,IELTS,-0.0684320475583372,0
UAE,Germany,Medicine,-1.8092420060885337,Yes,Scholarship,-1.603491012585712,-2.1258713679186165,F1,Work Permit,None,-2.516952925674147,0
Ireland,USA,Law,-0.08823669085294356,No,Scholarship,0.6936419069270818,0.08673346820601674,F1,Post-Study Visa,TOEFL,-2.476608344614432,0
Russia,South Africa,Engineering,0.9357584584742582,Yes,Quality of Life,-0.031875237306359036,-2.044038259403467,Study Permit,PSW,TOEFL,1.2147311442824495,0
Canada,Germany,Social Sciences,-1.782828629948142,No,Higher Ranking,-1.521505111898372,1.4727758016366337,Schengen Student Visa,Post-Study Visa,Duolingo,1.016190628508157,0
India,UAE,Social Sciences,-1.8802926025072382,No,Quality of Life,-0.7948077024933157,0.6475090749779849,Schengen Student Visa,Blue Card,None,-0.03274573221344176,1
South Africa,UAE,Arts,0.8313433714208558,Yes,Political Stability,-0.005866089706139199,-0.6070773611681466,J1,Post-Study Visa,IELTS,0.4525590327686675,0
UAE,Germany,Medicine,1.8104718527481511,No,Job Opportunities,2.3283601896606463,0.9747299065144168,J1,Work Permit,PTE,0.3598471604403973,0
India,Finland,Business,-0.9328164541220705,No,Quality of Life,-1.6893713209109897,-0.027060710236111455,Study Permit,Post-Study Visa,PTE,0.8972223953040668,1
USA,Ireland,Natural Sciences,-0.9893694449755981,Yes,Quality of Life,-0.05186300425137304,0.033324972654637276,Schengen Student Visa,Post-Study Visa,IELTS,0.5385073462105906,1
Russia,South Africa,Natural Sciences,-0.8929432760688156,No,Quality of Life,-0.08048193658513397,-0.9816002811474922,Student Visa,OPT,Duolingo,0.9623735269928496,1
India,UAE,Arts,1.0482789810991604,Yes,Higher Ranking,0.7245301064661968,-1.8452546525983082,Tier 4,Work Permit,Duolingo,0.6131849930676612,0
UK,UK,Law,1.7714813626092922,No,Job Opportunities,2.2774284453727507,-0.5797308360616398,Schengen Student Visa,OPT,None,-2.4174196221893514,0
South Africa,Russia,Social Sciences,1.859819814055389,No,Higher Ranking,0.7014717702425268,-1.0034991003976774,J1,Work Permit,Duolingo,-2.445836986483622,0
Finland,Finland,Medicine,1.829898495622916,No,Higher Ranking,2.2910489482748573,-0.8243965143820432,Student Visa,Blue Card,PTE,0.8829314488445613,0
Canada,UAE,Natural Sciences,1.827600707130194,Yes,Political Stability,0.8248787999001135,0.9371592859234746,Study Permit,OPT,TOEFL,-2.5355212312489983,0
Finland,Canada,Law,-0.9501667440479918,Yes,Scholarship,-1.59897465987203,1.9230064580265953,Study Permit,Post-Study Visa,IELTS,-2.4545605778762956,0
UK,Germany,Engineering,1.8479987325138814,No,Quality of Life,0.889200458463599,1.9340642465076523,Study Permit,Work Permit,Duolingo,-2.512228908521994,1
India,UAE,Business,-0.949099180410505,Yes,Political Stability,-0.04166913147028114,2.069004584016988,F1,Post-Study Visa,PTE,0.9929167978756159,1
Russia,Ireland,Business,-0.9287080732664663,Yes,Job Opportunities,-0.07677195660289439,0.39148342962850385,Schengen Student Visa,Blue Card,IELTS,-0.24644139259779502,0
Germany,India,Business,1.8046989791507142,Yes,Quality of Life,1.4772808293325788,1.8674374763583355,Tier 4,PSW,TOEFL,0.339676571204866,0
Germany,UK,Medicine,1.7189576625120273,No,Political Stability,2.29309502500755,-1.006161112881514,J1,PSW,IELTS,-0.2687103735362371,0
India,USA,Computer Science,0.8077712771666307,Yes,Job Opportunities,1.615051652204077,1.0526015246366462,J1,PSW,Duolingo,0.26791377005185957,1
Canada,India,Arts,0.9287902178622452,No,Higher Ranking,1.5558841502533594,1.2234020937996026,Tier 4,Blue Card,TOEFL,0.6737598542865548,0
Ireland,Germany,Law,-0.9200636802842745,No,Higher Ranking,-0.7928330125786651,1.6089744563267534,F1,Work Permit,TOEFL,0.47363330712124496,0
Finland,Canada,Business,0.9214671262016525,Yes,Quality of Life,1.5177699885674822,-0.15110806791356332,Student Visa,OPT,TOEFL,0.2929576460162538,1
South Africa,Germany,Medicine,-1.9156788138753025,Yes,Scholarship,-1.6135260802059888,-1.027413433311905,F1,OPT,Duolingo,0.998329647982464,1
USA,Russia,Arts,1.7724731263448292,Yes,Quality of Life,2.278101854551313,-0.41954378516076574,Tier 4,Blue Card,None,-2.464002170901531,0
Ireland,Canada,Medicine,-0.9501395461410007,Yes,Higher Ranking,0.00581269246061291,1.6132462671787358,Student Visa,PSW,IELTS,1.2230190341946319,1
India,Canada,Medicine,-0.9241208229163048,No,Quality of Life,-0.08753269653812229,-1.5928652407132238,J1,Blue Card,None,-2.4903044867493223,0
Germany,USA,Social Sciences,1.8276427390478265,Yes,Scholarship,1.4906121031413027,1.7475853579593235,Student Visa,Post-Study Visa,PTE,0.7969155968292195,1
Russia,Germany,Medicine,-0.02628434407965888,Yes,Quality of Life,-0.056411764245419785,-1.1566183969639687,Student Visa,Post-Study Visa,IELTS,0.2587453792214604,1
South Africa,South Africa,Natural Sciences,-0.036487665111370894,Yes,Higher Ranking,0.8025350766607604,0.34386009729424655,Student Visa,Work Permit,TOEFL,1.27304010085013,1
Finland,USA,Natural Sciences,0.7919092420212195,No,Job Opportunities,1.5492486462225348,0.2883030041789105,Study Permit,OPT,IELTS,1.4429672624320746,1
UAE,India,Arts,-0.8954258498539305,Yes,Political Stability,-1.5566656245839219,1.8979287125646436,Schengen Student Visa,Blue Card,PTE,1.2484063784723787,1
South Africa,Russia,Computer Science,-1.901665416418206,No,Job Opportunities,-0.8249757198597408,-1.781957650948951,Tier 4,Blue Card,IELTS,0.09239134807640825,1
UAE,USA,Social Sciences,-1.8398328016168608,Yes,Job Opportunities,-0.7819805079449179,-0.09512631542669754,J1,PSW,IELTS,1.4171749008526535,1
India,UAE,Computer Science,-1.8231958285202063,Yes,Job Opportunities,-1.5250040567653353,-0.019381462575353663,Schengen Student Visa,Work Permit,IELTS,1.1240843756709216,0
USA,Finland,Law,0.9490272912600278,Yes,Scholarship,0.715960407936251,0.785319551532364,Schengen Student Visa,Post-Study Visa,Duolingo,-0.048527053305935125,0
Germany,UK,Law,1.8733066547937027,Yes,Job Opportunities,2.4675675770923915,-1.037607617543296,Study Permit,PSW,IELTS,-0.061063409284672486,1
Finland,UAE,Arts,0.8858689467823707,Yes,Scholarship,0.7545758286988423,2.2500446961903053,J1,OPT,IELTS,0.15096066887165427,1
South Africa,Canada,Arts,1.7847126016839427,Yes,Job Opportunities,2.2269464521084616,-0.3795843715142589,Study Permit,OPT,Duolingo,0.48540024226045037,1
India,USA,Medicine,-0.9214940626642228,Yes,Scholarship,-1.565050980754237,0.052661674464686205,Study Permit,Work Permit,None,0.48398178991102797,0
Germany,Finland,Medicine,-0.013431116627266754,No,Quality of Life,-0.01955032732115301,-1.1938968903919318,Tier 4,Work Permit,PTE,0.38391516296519235,0
Russia,USA,Law,0.025470412959519052,Yes,Political Stability,0.0952871988036348,1.475117784712227,Tier 4,Work Permit,IELTS,1.197408770457647,0
Germany,Russia,Business,1.8514571594773725,Yes,Scholarship,0.6916556404890878,0.36909289774298804,Student Visa,Post-Study Visa,IELTS,1.165931189780298,0
USA,Canada,Engineering,-0.03189540908289767,Yes,Job Opportunities,0.7458949417308001,1.5106987023190215,Study Permit,Work Permit,Duolingo,1.476282447759707,0
UK,UK,Engineering,-0.9201216652861813,No,Quality of Life,-0.031460114544710836,1.6173322466671516,Tier 4,Post-Study Visa,None,0.8871861564876354,1
Ireland,Russia,Computer Science,1.8666453609887272,Yes,Higher Ranking,2.3591051616632894,-2.2707712459317513,Tier 4,OPT,IELTS,0.09781876097880707,0
India,Ireland,Law,1.7910363620802112,No,Quality of Life,0.7870021030541575,-0.43709322579813015,Schengen Student Visa,PSW,None,-2.5087184191808,0
UK,Ireland,Social Sciences,-0.8950550883948966,No,Job Opportunities,-1.5147012714313397,-0.07200389936590357,Student Visa,Work Permit,TOEFL,1.3773798434107267,1
India,South Africa,Medicine,-0.8719324470999313,No,Political Stability,-0.011519378734934365,-2.253791667942853,Tier 4,Work Permit,TOEFL,1.3769935373978204,1
India,Russia,Medicine,0.8535592451723113,Yes,Political Stability,-0.003357149827690288,-1.4412945164244642,F1,Blue Card,None,0.8100920002222634,1
India,Russia,Business,1.8418130899341008,No,Political Stability,2.3752619031474116,-2.1131422175143095,Study Permit,Post-Study Visa,TOEFL,-0.17603664781606748,1
Germany,Finland,Social Sciences,1.7991292737973055,Yes,Higher Ranking,2.323584149393543,-0.9460119055524102,J1,Blue Card,TOEFL,0.46560405232698404,1
Finland,Ireland,Computer Science,-1.8533382187422784,Yes,Quality of Life,-1.536712687220275,0.9175681923366439,Study Permit,Post-Study Visa,None,-2.5219676109670695,0
Ireland,UAE,Computer Science,-1.8452605368868795,No,Higher Ranking,-1.5639917041212248,1.4895198466851567,Student Visa,Blue Card,Duolingo,0.09814814610219254,1
Russia,Ireland,Natural Sciences,-0.904261921589369,Yes,Scholarship,-0.036787282070004604,-0.8836162075750781,Schengen Student Visa,OPT,IELTS,0.44281880112348,1
South Africa,Russia,Business,-1.8562924728298966,No,Political Stability,-0.7909616656537125,-1.3663405758171538,Study Permit,Blue Card,Duolingo,0.6311316082164259,0
Germany,USA,Natural Sciences,-1.8839107657504417,Yes,Scholarship,-1.5280518508042173,-2.0467090703590674,Study Permit,Work Permit,PTE,-2.4807747937048257,0
India,UK,Social Sciences,0.8526266832389141,Yes,Higher Ranking,1.486005822298045,-1.2196200378963435,F1,Blue Card,IELTS,0.4726860480304997,0
Russia,USA,Social Sciences,0.8395101926580664,No,Higher Ranking,1.5018459741406702,1.7578669152885367,Schengen Student Visa,PSW,None,-2.458734802411896,1
India,Finland,Medicine,-1.8035105231536492,Yes,Higher Ranking,-1.490504060246767,-0.014486515292654989,Schengen Student Visa,Work Permit,Duolingo,0.5299259189994032,0
USA,India,Arts,1.8548622809210606,Yes,Job Opportunities,2.37729207178918,-0.9034998083867628,Student Visa,Blue Card,PTE,-0.020855122294103384,0
India,South Africa,Computer Science,-1.860051240884617,No,Job Opportunities,-1.5368997928621086,2.074758842604163,Schengen Student Visa,Work Permit,IELTS,0.19424836110609447,0
Russia,South Africa,Social Sciences,-0.021061695255886553,No,Job Opportunities,0.7757808916513359,-0.7715719731061423,Schengen Student Visa,Blue Card,TOEFL,1.277874084741969,1
South Africa,UK,Computer Science,0.9291183250887621,No,Job Opportunities,0.0026851849574166045,0.2845283925005528,Student Visa,Post-Study Visa,IELTS,-2.5098346169947643,0
India,Finland,Medicine,-1.805959314857917,No,Political Stability,-2.384787807411357,0.6423490084432574,J1,Post-Study Visa,IELTS,1.2930587274296108,1
UAE,Canada,Natural Sciences,-0.8505909033472148,Yes,Quality of Life,-0.007275325929914171,1.4823283230331454,F1,PSW,None,-2.4642620342974464,0
Ireland,Canada,Arts,0.9474586492648046,Yes,Scholarship,0.02715513635205655,-0.8590154185398472,Student Visa,Work Permit,Duolingo,0.1527406684723255,0
India,Canada,Natural Sciences,1.9427321496884857,No,Scholarship,2.3282063135045594,1.4406604945645625,J1,Blue Card,Duolingo,1.1992368441583452,0
USA,India,Natural Sciences,-1.9327454487100602,Yes,Political Stability,-0.8872473751356614,0.8423918233679669,Tier 4,Post-Study Visa,TOEFL,0.07291268544507759,0
Germany,UK,Medicine,1.8056017355792904,No,Scholarship,1.4938843595673337,-1.015359230228189,Tier 4,Work Permit,IELTS,1.002406353721383,1
South Africa,Canada,Medicine,0.9016442337687535,No,Quality of Life,0.03017241401979141,1.4527518161631436,Schengen Student Visa,PSW,IELTS,0.4289598359996154,0
USA,Canada,Engineering,-1.9110850080204642,Yes,Higher Ranking,-1.588507851535126,1.4396142945708819,Tier 4,Work Permit,IELTS,1.019075352922857,0
India,UAE,Computer Science,0.04119237100821918,No,Scholarship,-0.8122407554261669,-1.3770289058658518,Schengen Student Visa,PSW,TOEFL,0.497375982483616,0
Russia,South Africa,Medicine,-0.08786554601516171,Yes,Quality of Life,-0.099754007439968,0.6000219418135571,F1,Work Permit,IELTS,1.043152256790006,1
USA,Canada,Natural Sciences,0.8877042112823567,No,Higher Ranking,0.713128972390084,1.4978930031553352,Schengen Student Visa,Blue Card,None,-2.466020706070884,0
Ireland,USA,Social Sciences,-0.9064588609809401,No,Political Stability,-1.664353469498505,-1.7358318141941682,F1,Post-Study Visa,None,-2.4117320084687535,0
South Africa,South Africa,Computer Science,-0.9473974115871133,No,Higher Ranking,-0.7677195569590853,0.30855080953253106,F1,OPT,PTE,-2.5391289108772814,1
South Africa,Russia,Arts,0.03912774753029321,Yes,Job Opportunities,-0.0631856271398394,0.6829743998373876,Study Permit,OPT,IELTS,1.332908330582101,0
Germany,UAE,Social Sciences,-1.9161339030446998,Yes,Higher Ranking,-2.3832605843430366,0.4657869988351633,Schengen Student Visa,Work Permit,None,-2.4449100666181125,1
Germany,UK,Medicine,0.9134329977928723,Yes,Quality of Life,0.7559591061278724,-2.0674116827979074,Study Permit,PSW,IELTS,1.0486645399650372,0
Russia,South Africa,Business,1.874640317124788,No,Political Stability,2.2823801985439163,-1.7977438813140227,F1,Post-Study Visa,PTE,1.492988921633481,0
Canada,South Africa,Law,-1.8521776948794122,Yes,Quality of Life,-1.5954063565804677,0.2974597596857588,Tier 4,Post-Study Visa,PTE,0.5121951683411585,0
Canada,USA,Medicine,-0.016259483229844777,No,Political Stability,0.7425098250620699,-1.9849997277521787,J1,OPT,TOEFL,0.31692839087903063,0
India,Ireland,Computer Science,-0.9140745699422419,Yes,Scholarship,-1.6345462086181275,1.0141196855640167,J1,Blue Card,TOEFL,1.0630121272018507,0
UK,Germany,Medicine,0.8322230225622107,No,Higher Ranking,0.8038919945909081,1.7658970292176084,Student Visa,PSW,IELTS,0.5535778102411664,0
Russia,India,Medicine,-1.8738466728939567,No,Job Opportunities,-0.7779391001408412,1.7105642668238228,J1,OPT,TOEFL,-2.6340279244681115,0
India,USA,Law,-1.9398451387593794,Yes,Scholarship,-0.7699605687069566,-2.080327943481032,Study Permit,Blue Card,None,-2.4402152673555983,1
Russia,India,Engineering,-0.11411726686961142,Yes,Scholarship,-0.062076056771711643,-0.08943881370132546,Study Permit,PSW,IELTS,0.5075796475993704,0
Russia,UK,Law,0.03787897790333885,Yes,Higher Ranking,0.7543091662281197,0.16666837390467826,Schengen Student Visa,OPT,PTE,1.3847444407536371,1
Ireland,Russia,Business,-0.9537405272730238,No,Scholarship,-0.8097642319163914,0.881475789612699,Study Permit,Work Permit,PTE,0.32746008274246,1
Germany,Ireland,Law,1.800033701224081,Yes,Scholarship,2.380440114031032,0.862466687538828,Schengen Student Visa,OPT,None,-0.13851655062575324,0
India,UK,Social Sciences,-0.8734135109538427,Yes,Quality of Life,-0.862611876011229,-1.2443473721920848,Tier 4,Work Permit,TOEFL,0.8433805130944829,1
Ireland,UK,Law,0.06278272875647949,Yes,Quality of Life,-0.7786443131788865,-1.2473272135872244,F1,Blue Card,Duolingo,0.8809706268701274,1
Ireland,Canada,Engineering,-0.9317521536692699,Yes,Job Opportunities,-0.842968020729575,1.5372118161688577,Student Visa,Blue Card,TOEFL,0.5852987446974421,0
Ireland,Canada,Computer Science,0.9461192121579652,Yes,Scholarship,0.8447387539353908,0.8826011151818844,J1,OPT,None,-2.522809339199628,0
UAE,UK,Social Sciences,0.8610470612913995,Yes,Scholarship,0.7568525250277426,1.276537742353149,Study Permit,Blue Card,PTE,0.42661823050187825,1
Canada,UK,Computer Science,0.8647941321717427,No,Quality of Life,1.6140003028778145,0.8195996201212348,J1,Post-Study Visa,None,-2.5133289839339423,1
UAE,Ireland,Natural Sciences,-0.009333833353833523,Yes,Scholarship,-0.023051287146196333,-1.2604227197572841,F1,Post-Study Visa,IELTS,0.007362078122255205,1
Russia,UAE,Social Sciences,0.9100087860235673,Yes,Scholarship,0.7793761263150352,1.3408939559136968,Tier 4,Blue Card,PTE,0.00895641364246061,0
UAE,Canada,Natural Sciences,1.8263560350794696,No,Political Stability,0.8616677382417678,-1.1672540050446067,F1,Blue Card,None,-0.0013552467349866593,0
UK,UAE,Arts,1.8333093074920292,Yes,Political Stability,2.3006028839681507,1.7841866477053812,Student Visa,Work Permit,IELTS,0.9041887420656095,1
Russia,USA,Computer Science,-0.08291849908734648,No,Political Stability,0.791752873032923,-0.8591933305893726,J1,PSW,TOEFL,-0.21439860179887518,0
USA,UK,Social Sciences,-0.9253237057674443,Yes,Quality of Life,-0.0490770494819047,-0.08240898569067491,Study Permit,Work Permit,Duolingo,1.217622476983462,1
Ireland,South Africa,Medicine,-0.9544195840298535,No,Quality of Life,0.0026835898024922464,1.8528740462298823,Study Permit,Post-Study Visa,TOEFL,0.018366424319947464,0
Ireland,India,Engineering,-0.9071302535740291,No,Higher Ranking,-0.8368560223398777,-1.8960654192492898,Tier 4,PSW,Duolingo,-0.1672576954732733,1
Germany,Russia,Social Sciences,9.122056816149651e-05,Yes,Scholarship,0.7893583866676235,-0.1280436076129011,Student Visa,Work Permit,PTE,0.877648285543184,0
Finland,India,Medicine,-1.842605863003663,No,Political Stability,-1.6060601607028888,-0.20335539769631686,F1,Post-Study Visa,IELTS,-0.20936164638784324,1
Canada,Germany,Engineering,-0.8757212139966774,Yes,Quality of Life,-0.7982705294727277,-0.43412081834458066,F1,Work Permit,None,-2.445303581114711,0
UAE,Finland,Social Sciences,-0.03607413304122036,No,Political Stability,-0.03242456606653672,-1.5387075530689018,Student Visa,Blue Card,IELTS,1.1259436991187057,0
Ireland,Germany,Business,-1.808149975596737,Yes,Higher Ranking,-0.6430975800068659,-0.7151331753221605,J1,PSW,IELTS,1.322184666347067,0
Germany,USA,Natural Sciences,1.719327472847526,No,Higher Ranking,2.204933824704686,2.06517419935173,J1,Post-Study Visa,None,-2.453080267008911,1
UAE,Finland,Social Sciences,0.9186001717142027,No,Job Opportunities,1.5425489863662933,1.5932071997675976,Tier 4,PSW,TOEFL,0.9984196085184488,0
Germany,South Africa,Computer Science,-0.9049282565354947,No,Political Stability,-1.5515581547995643,0.18755662555311362,J1,PSW,IELTS,1.123818486358538,1
Ireland,India,Engineering,0.8964908109965002,No,Quality of Life,1.605971651293107,-1.848193449141887,F1,OPT,Duolingo,-2.530832531679586,1
Germany,Germany,Law,1.8007814706620906,No,Quality of Life,1.4993210347960004,-0.881020040465101,Study Permit,Blue Card,None,-2.429988852562372,0
UK,Germany,Law,-0.8703218120794509,No,Higher Ranking,-1.6056742483205917,1.0085373073754222,F1,PSW,None,-2.429570710414046,1
Russia,Finland,Law,-1.727354425494966,No,Political Stability,-1.5780009280297482,1.5638719832145935,J1,Work Permit,IELTS,0.5786695989949394,0
South Africa,South Africa,Computer Science,0.8398911453336478,No,Higher Ranking,0.019738885569845297,-1.9656971447539384,Student Visa,Work Permit,None,0.0466665629184409,1
Finland,South Africa,Social Sciences,-1.9860301249137946,No,Higher Ranking,-0.8183766987945158,1.3754733267724757,Schengen Student Visa,Work Permit,Duolingo,1.0592097840307335,1
UK,UAE,Social Sciences,-0.05150464247562947,No,Political Stability,0.6071728081581527,-1.4028075062447558,F1,OPT,IELTS,0.1953244457538418,0
India,UAE,Engineering,-1.7742331631511203,No,Higher Ranking,-2.3685482497186006,0.7669555967275881,Student Visa,Blue Card,Duolingo,0.16602974227569056,0
UAE,Finland,Natural Sciences,0.04566585957058701,Yes,Job Opportunities,-0.7977213302283417,-1.1876134324674612,Student Visa,PSW,Duolingo,-0.14141424839750827,1
USA,Ireland,Social Sciences,1.8096954806570298,No,Scholarship,2.355089438118499,0.7179017655336102,Study Permit,Work Permit,PTE,1.4932776817466342,0
Russia,Canada,Social Sciences,-1.8434174394166083,No,Higher Ranking,-1.550319388699375,2.0258063552471004,Student Visa,PSW,TOEFL,0.38393490560958976,0
Germany,Germany,Natural Sciences,1.8546077793333458,No,Higher Ranking,0.8003303513791113,0.9545712954972544,Student Visa,Work Permit,Duolingo,0.8328111647047851,1
UAE,Finland,Engineering,-0.000824110218643849,No,Quality of Life,-0.838408465486743,-0.7286426504604189,Study Permit,OPT,Duolingo,0.44342537627653966,1
Ireland,UAE,Social Sciences,1.7713722753510546,No,Political Stability,0.7792818853111961,0.9470868351166316,J1,Work Permit,PTE,1.48229761322884,1
USA,South Africa,Social Sciences,0.001420368486829358,Yes,Job Opportunities,0.0013256393345123033,-1.826552623294869,Study Permit,Blue Card,Duolingo,0.0569240483843704,0
South Africa,UAE,Social Sciences,-0.9638754088548778,Yes,Quality of Life,0.05214909100393522,0.46896471930631595,Study Permit,Post-Study Visa,IELTS,-0.041125221816552426,0
Canada,South Africa,Medicine,1.761001049003346,Yes,Job Opportunities,2.2924712756702346,-0.35252082904544185,F1,OPT,IELTS,0.13590479596040717,0
UK,Finland,Engineering,1.8498448380821466,No,Higher Ranking,0.8213344251077407,0.4854608412197998,Study Permit,OPT,None,0.704729587246325,0
India,South Africa,Engineering,1.8992830235851377,Yes,Job Opportunities,1.609562748612805,-1.9621668262230814,Tier 4,Post-Study Visa,PTE,0.19903087767300653,0
Russia,India,Social Sciences,0.9127013355019109,No,Job Opportunities,1.4686305294241002,-0.766568941099502,Schengen Student Visa,PSW,IELTS,0.7891954793210421,1
Germany,UK,Natural Sciences,1.7981527306868779,No,Political Stability,0.8078302278718128,-1.3202473105842427,Schengen Student Visa,OPT,Duolingo,1.1349192837097564,0
UK,USA,Law,0.8725009157429362,Yes,Higher Ranking,-0.038360732613601484,1.4397902247020749,F1,OPT,IELTS,-2.422762725824831,1
UAE,UK,Law,-0.8630391267910614,No,Higher Ranking,-1.5437249186793298,0.31177624683346383,Study Permit,Blue Card,Duolingo,0.081541190531893,1
India,Ireland,Social Sciences,1.8174822230736973,Yes,Scholarship,2.3482728087017906,-0.2947853287275351,Student Visa,Work Permit,IELTS,0.2705135814950148,1
Canada,Germany,Law,-0.9623052980787713,Yes,Scholarship,-1.5174031952926414,-0.9540099161760103,Study Permit,Post-Study Visa,PTE,1.0594859750530679,1
Ireland,Germany,Natural Sciences,-0.013482180820672582,No,Quality of Life,0.04393680904061627,-2.0413671660102217,Tier 4,Work Permit,TOEFL,-0.27493486383191623,1
South Africa,UK,Computer Science,-1.757097784568409,Yes,Higher Ranking,-2.3792681943084824,-2.02489796038155,F1,Work Permit,IELTS,0.17338194541622765,0
